Main_Weather_ID,station_name,MONTH,DBTempAvg,Relative  Humidity,Wind,South_Vert_Solar,East_Vert_Solar,West_Vert_Solar,North_Vert_Solar,HorizSol,bin data
27,KING SALMON AIRPORT AK US,6,51.5,78.5,9.6,897,784,895,578,1468,"51,88,0.841 53,51,1.047 55,60,1.676 57,46,1.849 59,35,2.220 61,24,2.853 63,13,3.141 65,12,3.909 67,2,4.796 69,1,4.096"
27,KING SALMON AIRPORT AK US,7,55.5,81.2,9.2,773,749,850,510,1301,"51,161,0.321 53,96,0.688 55,82,0.659 57,72,1.054 59,32,1.255 61,45,1.270 63,32,2.393 65,30,2.741 67,13,2.259 69,22,2.664 71,6,4.280 73,9,3.442 75,10,3.935 77,2,3.983 79,5,4.700"
27,KING SALMON AIRPORT AK US,8,54.6,77.2,9.3,791,672,692,406,1050,"51,140,0.492 53,120,0.661 55,94,0.803 57,67,1.491 59,21,1.067 61,47,1.246 63,32,1.836 65,24,2.496 67,15,2.210 69,21,2.614 71,8,4.319 73,3,4.874 75,5,4.658 79,2,5.208"
27,KING SALMON AIRPORT AK US,9,47.6,80.6,9.7,715,447,474,255,677,"51,190,1.329 53,93,1.800 55,32,1.714 57,19,1.309 59,5,1.337 61,11,2.522 63,3,3.531"
27,KING SALMON AIRPORT AK US,10,33.5,80.5,9.5,659,333,303,153,410,"51,2,2.354"
27,KING SALMON AIRPORT AK US,11,22.9,81,9.7,449,156,163,74,184,
27,KING SALMON AIRPORT AK US,12,18.6,88.1,9.7,352,94,89,42,102,
28,KITOI BAY AK US,1,30,76.9,7.3,387,165,85,60,143,
28,KITOI BAY AK US,2,30.6,79.9,7.1,696,387,227,128,366,
28,KITOI BAY AK US,3,32.7,67.3,7.5,957,686,418,228,724,
28,KITOI BAY AK US,4,37.5,68.1,6.9,946,697,693,334,1147,"51,43,3.075 53,20,3.620 55,11,4.093 57,4,4.180 61,1,4.882"
28,KITOI BAY AK US,5,44.2,75.9,6.3,906,782,827,482,1299,"51,35,3.217 53,21,3.564 55,18,3.970"
28,KITOI BAY AK US,6,50.2,83.6,5.7,889,923,921,571,1608,"51,145,1.287 53,40,1.941 55,22,2.148 57,22,2.224 59,9,3.196 61,15,2.469 63,13,3.164 65,6,2.256 67,1,2.524 69,3,3.409 71,2,3.812 73,1,4.029 75,3,4.440 77,1,4.492"
28,KITOI BAY AK US,7,54.5,84.8,4.8,774,750,851,511,1302,"51,257,0.345 53,175,0.933 55,78,1.584 57,51,2.069 59,21,1.933 61,21,1.060 63,16,2.962 65,12,2.844 67,9,4.669 69,5,3.943 71,2,5.021 73,1,5.298 75,4,5.258"
28,KITOI BAY AK US,8,55.2,80.6,5,956,820,734,347,1268,"51,109,0.211 53,127,0.414 55,118,0.717 57,95,0.970 59,41,1.420 61,60,1.913 63,34,3.151 65,19,2.282 67,22,2.954 69,15,3.227 71,7,3.947 73,4,3.416 75,1,3.509 77,1,2.862"
28,KITOI BAY AK US,9,49.6,81.1,5.8,833,700,429,270,779,"51,181,0.758 53,118,1.350 55,57,2.073 57,37,2.791 59,7,4.285 61,7,4.348 63,6,4.921"
28,KITOI BAY AK US,10,40.1,79.6,6.6,774,495,255,147,430,"51,36,2.654 53,10,4.525 55,4,3.307"
28,KITOI BAY AK US,11,33.3,75.8,7.2,822,236,223,65,201,
28,KITOI BAY AK US,12,30.6,80.5,7.4,353,95,90,42,103,
29,KODIAK AIRPORT AK US,1,30.5,76.9,12.5,381,160,81,57,137,
29,KODIAK AIRPORT AK US,2,30.8,79.9,12.3,686,378,220,123,355,
29,KODIAK AIRPORT AK US,3,32.8,67.3,12.9,951,681,414,225,717,
29,KODIAK AIRPORT AK US,4,37.6,68.1,12,929,683,681,327,1129,"51,43,3.075 53,20,3.620 55,11,4.093 57,4,4.180 61,1,4.882"
29,KODIAK AIRPORT AK US,5,44.3,75.9,10.8,862,999,748,564,1369,"51,35,3.217 53,21,3.564 55,18,3.970"
29,KODIAK AIRPORT AK US,6,49.7,83.6,9.8,876,912,911,565,1593,"51,145,1.287 53,40,1.941 55,22,2.148 57,22,2.224 59,9,3.196 61,15,2.469 63,13,3.164 65,6,2.256 67,1,2.524 69,3,3.409 71,2,3.812 73,1,4.029 75,3,4.440 77,1,4.492"
29,KODIAK AIRPORT AK US,7,54.5,84.8,8.4,765,717,739,454,1296,"51,257,0.345 53,175,0.933 55,78,1.584 57,51,2.069 59,21,1.933 61,21,1.060 63,16,2.962 65,12,2.844 67,9,4.669 69,5,3.943 71,2,5.021 73,1,5.298 75,4,5.258"
29,KODIAK AIRPORT AK US,8,55.2,80.6,8.7,951,816,730,345,1262,"51,109,0.211 53,127,0.414 55,118,0.717 57,95,0.970 59,41,1.420 61,60,1.913 63,34,3.151 65,19,2.282 67,22,2.954 69,15,3.227 71,7,3.947 73,4,3.416 75,1,3.509 77,1,2.862"
29,KODIAK AIRPORT AK US,9,49.4,81.1,10,837,703,432,272,783,"51,181,0.758 53,118,1.350 55,57,2.073 57,37,2.791 59,7,4.285 61,7,4.348 63,6,4.921"
29,KODIAK AIRPORT AK US,10,40.5,79.6,11.4,767,489,250,144,422,"51,36,2.654 53,10,4.525 55,4,3.307"
29,KODIAK AIRPORT AK US,11,33.9,75.8,12.5,548,242,129,72,197,
29,KODIAK AIRPORT AK US,12,31.2,80.5,12.8,359,126,68,40,101,
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,1,-2.8,75.2,12.2,208,36,37,12,21,
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,2,-0.8,71.9,12.6,611,324,89,62,173,
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,3,1.1,77.5,11,1098,870,317,194,600,
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,4,13.3,71.3,11,1744,1231,1324,651,1246,
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,5,31.9,87.1,10.5,1295,1496,925,752,1631,
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,6,45.7,84,11,1199,1287,1050,844,1695,"51,82,1.202 53,47,1.056 55,51,1.058 57,23,1.534 59,6,1.312 61,14,1.618 63,4,1.444 65,2,0.921 67,3,1.653"
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,7,54.6,78.7,11.7,1126,962,1191,648,1512,"51,119,0.700 53,105,0.619 55,117,0.755 57,123,1.242 59,45,1.312 61,77,1.691 63,53,1.579 65,16,2.230 67,5,2.868 69,3,2.888"
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,8,51.7,83.4,12.4,840,806,584,412,949,"51,211,0.847 53,134,0.687 55,105,0.902 57,79,1.010 59,34,1.456 61,22,2.197 63,8,1.557 65,8,1.714 67,7,1.983 69,6,3.154"
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,9,42.3,82.9,12.6,802,440,513,191,567,"51,37,1.737 53,14,1.947 55,3,3.721 57,5,3.850 59,3,4.329 61,1,4.837"
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,10,24.3,81.7,12.9,567,387,129,88,240,
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,11,9.1,80.8,13.6,169,61,19,16,37,
30,KOTZEBUE RALPH WEIN MEMORIAL AIRPORT AK ,12,2.3,81.4,13,11,2,0,0,0,
31,KUPARUK AK US,1,-15.4,77.9,10.3,10,1,1,0,0,
31,KUPARUK AK US,2,-16.1,75.6,10.5,377,101,108,42,103,
31,KUPARUK AK US,3,-13.6,79.8,9.7,1213,766,445,188,632,
31,KUPARUK AK US,4,2.5,78.8,9.9,1705,1240,1226,590,1306,
31,KUPARUK AK US,5,23.7,88,10.3,1183,1003,1042,679,1481,
31,KUPARUK AK US,6,41.4,89.3,10,1041,1006,998,780,1506,"51,5,1.286 53,1,0.881"
31,KUPARUK AK US,7,48.8,89.4,10.1,1243,1201,1159,728,1643,"51,25,1.112 53,7,1.707 55,9,1.929 57,2,2.534"
31,KUPARUK AK US,8,45.1,85.7,10.4,835,664,644,413,950,"51,33,2.497 53,29,2.862 55,29,3.699 57,13,3.343 59,4,4.552 61,3,3.065"
31,KUPARUK AK US,9,35.4,85.6,10.9,439,299,309,204,455,
31,KUPARUK AK US,10,16.7,97,11.4,306,134,144,85,191,
31,KUPARUK AK US,11,-1.8,83.8,10.9,78,36,32,19,44,
31,KUPARUK AK US,12,-10,78.6,10.6,0,0,0,0,0,
32,LITTLE PORT WALTER AK US,1,34.2,69.7,7.9,393,127,131,68,130,"51,2,0.000"
32,LITTLE PORT WALTER AK US,2,34.8,64,8,619,251,263,130,329,
32,LITTLE PORT WALTER AK US,3,36.6,66.4,9.4,788,474,479,244,693,"51,4,0.935 53,1,0.552"
32,LITTLE PORT WALTER AK US,4,41,62.8,6.7,1108,837,857,475,1123,"51,3,2.334"
32,LITTLE PORT WALTER AK US,5,46.6,73.6,6.7,804,706,783,481,1206,"51,88,0.920 53,26,1.297 55,20,0.947 57,8,1.465 59,5,0.459 61,5,2.162 63,4,3.004 65,5,2.152 67,3,5.302 69,10,4.451 71,3,3.841"
32,LITTLE PORT WALTER AK US,6,52.1,81.2,6.4,914,889,1052,613,1614,"51,192,0.836 53,132,0.833 55,70,1.605 57,53,1.468 59,8,1.382 61,17,1.744 63,15,2.896 65,5,3.740 67,8,3.851 69,3,4.406"
32,LITTLE PORT WALTER AK US,7,55.8,86.9,5,876,749,871,585,1252,"51,172,0.504 53,171,0.784 55,195,0.904 57,101,1.592 59,20,2.976 61,25,2.614 63,13,3.137 65,4,3.976"
32,LITTLE PORT WALTER AK US,8,55.8,85.6,6.4,907,647,826,399,1133,"51,93,0.312 53,162,0.493 55,183,0.613 57,160,1.082 59,43,1.819 61,54,2.950 63,13,3.806 65,7,4.261 67,3,3.930 69,3,4.638"
32,LITTLE PORT WALTER AK US,9,51.2,79.7,7.3,678,487,443,269,697,"51,173,0.494 53,173,0.811 55,101,1.355 57,61,1.796 59,39,2.142 61,33,3.451 63,8,3.653 65,1,1.001"
32,LITTLE PORT WALTER AK US,10,44.5,73.7,8.5,490,272,266,166,404,"51,107,1.498 53,20,4.851 55,4,6.981"
32,LITTLE PORT WALTER AK US,11,38.1,65.8,8.9,440,132,142,60,154,"51,60,0.259 53,6,3.131"
32,LITTLE PORT WALTER AK US,12,35.2,63.8,9.7,248,92,89,56,96,
33,MAIN BAY AK US,1,26.1,81.1,7.2,377,100,99,44,91,
33,MAIN BAY AK US,2,26.6,83.7,10.4,337,144,145,94,187,
33,MAIN BAY AK US,3,30.3,77,10.3,982,470,539,214,606,"51,5,1.940 53,2,1.888 55,1,3.732"
33,MAIN BAY AK US,4,36.6,66.1,10,881,644,623,331,931,"51,35,1.684 53,14,2.266 55,17,3.522 57,18,4.818 59,4,2.693 61,10,4.460 63,10,4.685 65,11,4.212 67,7,5.400 69,1,3.680"
33,MAIN BAY AK US,5,43.2,72.7,9,885,751,753,466,1217,"51,65,1.430 53,29,2.185 55,41,2.918 57,28,2.743 59,13,3.006 61,19,3.847 63,8,4.499 65,3,4.314"
33,MAIN BAY AK US,6,50.7,76.9,10.5,804,724,861,555,1309,"51,134,0.534 53,76,0.994 55,69,1.113 57,50,1.491 59,33,1.732 61,22,2.203 63,18,2.362 65,23,2.648 67,2,4.259 69,20,3.989 71,10,4.666 73,5,4.469 75,1,3.839"
33,MAIN BAY AK US,7,55.7,88.3,8.2,704,708,665,505,1101,"51,246,0.618 53,102,1.139 55,76,1.115 57,47,1.335 59,12,2.622 61,27,3.030 63,20,4.707 65,7,5.189 67,2,7.067 69,5,7.804"
33,MAIN BAY AK US,8,55.1,79.5,8.5,889,637,764,372,1042,"51,122,0.237 53,67,0.612 55,73,0.780 57,67,1.224 59,25,2.100 61,52,1.866 63,25,2.532 65,38,3.567 67,17,3.816 69,17,4.705 71,2,5.624"
33,MAIN BAY AK US,9,48.7,72.4,8.4,565,388,432,238,567,"51,102,0.803 53,66,1.739 55,59,1.732 57,63,1.249 59,17,1.363 61,27,3.042 63,23,3.415 65,15,3.554 67,9,1.726 69,4,2.205"
33,MAIN BAY AK US,10,38.9,79.9,11.9,490,236,230,125,324,"51,44,2.499 53,1,1.127"
33,MAIN BAY AK US,11,30.3,82.9,11.7,669,196,205,80,163,
33,MAIN BAY AK US,12,28.3,77.2,9,145,43,41,26,56,"53,1,0.000 59,1,0.000"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,1,15.1,75.2,8.9,377,100,99,44,91,
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,2,19.2,73.9,8.5,915,442,217,105,322,
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,3,26.4,61.4,8.5,1159,821,484,251,780,
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,4,37.5,58.6,6.8,1328,1225,803,432,1313,"51,48,1.808 53,20,2.025 55,14,2.277 57,18,2.500 59,8,2.291 61,21,2.779 63,5,2.769 65,5,3.410 67,2,2.735"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,5,48,68.9,8,1059,957,917,533,1457,"51,82,1.397 53,40,1.819 55,34,2.093 57,28,2.047 59,9,2.355 61,19,3.107 63,10,1.492 65,3,1.440 67,10,2.417 69,6,3.634"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,6,55.4,50.6,8.6,1160,1096,1134,649,1785,"51,87,0.260 53,67,0.512 55,72,0.738 57,68,0.862 59,76,1.131 61,48,1.417 63,45,1.934 65,42,1.944 67,19,2.078 69,30,2.159 71,16,2.956 73,9,2.825 75,6,2.878 77,3,3.019"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,7,58.4,69.8,5.4,1011,1041,861,601,1472,"51,110,0.215 53,124,0.333 55,106,0.361 57,107,0.648 59,26,1.024 61,61,1.223 63,36,1.633 65,28,2.124 67,26,2.865 69,52,2.755 71,17,3.061 73,10,3.929 75,6,2.692 77,4,2.623 79,3,3.474"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,8,56,71.8,5.8,978,764,857,436,1193,"51,57,0.447 53,65,0.369 55,89,0.307 57,60,0.558 59,94,0.834 61,60,0.951 63,61,1.432 65,44,1.787 67,22,1.763 69,32,2.377 71,24,2.847 73,15,3.234 75,15,4.043 77,3,3.418"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,9,47.7,62,8.2,860,434,555,243,718,"51,86,1.063 53,52,1.697 55,47,1.788 57,35,1.634 59,21,1.279 61,28,1.730 63,16,1.963 65,18,0.676 67,5,0.950"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,10,33.9,74.3,5.4,509,253,245,134,346,"51,13,1.910"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,11,20.4,78,7.1,670,197,206,80,164,"51,20,1.408 53,4,0.000 55,1,0.000"
34,MATANUSKA AGRICULTURAL EXPERIMENT STATION AK US,12,17.5,72.6,7.5,142,41,39,25,53,
35,MCGRATH AIRPORT AK US,1,-6.5,70.1,3.1,227,81,41,32,71,
35,MCGRATH AIRPORT AK US,2,1.4,76,3.8,771,375,199,103,292,
35,MCGRATH AIRPORT AK US,3,11.6,68.5,5.3,1218,853,509,243,793,
35,MCGRATH AIRPORT AK US,4,29.7,63.2,6,1307,1226,831,473,1362,"51,4,2.666 53,5,3.540 55,1,4.262 57,4,2.324 59,2,2.642"
35,MCGRATH AIRPORT AK US,5,46.7,63.3,6.4,1104,1158,818,562,1433,"51,90,1.482 53,44,1.879 55,44,1.920 57,23,2.011 59,11,1.875 61,9,2.339 63,11,2.094 65,8,1.572 67,7,1.485 69,4,1.817"
35,MCGRATH AIRPORT AK US,6,57.4,63.8,5.8,1079,1280,907,715,1644,"51,103,0.602 53,52,0.655 55,42,0.784 57,45,0.853 59,33,1.190 61,49,1.318 63,42,1.431 65,40,1.734 67,19,1.935 69,36,2.203 71,14,2.652 73,17,2.905 75,13,2.706 77,2,3.159 79,4,2.619"
35,MCGRATH AIRPORT AK US,7,60,70.8,5.4,1077,1166,903,641,1531,"51,71,0.294 53,83,0.407 55,65,0.386 57,54,0.559 59,42,0.711 61,46,1.005 63,60,1.236 65,50,1.507 67,70,1.856 69,46,2.111 71,26,2.482 73,21,2.581 75,6,2.609 77,2,2.690 79,3,2.951 81,1,3.753"
35,MCGRATH AIRPORT AK US,8,54.6,76,5.2,941,916,670,437,1110,"51,58,0.576 53,72,0.474 55,88,0.489 57,105,0.712 59,58,1.007 61,62,1.031 63,59,1.537 65,37,1.620 67,22,2.027 69,26,2.511 71,14,3.313 73,15,4.186 75,4,3.540 77,2,4.581 79,1,3.986"
35,MCGRATH AIRPORT AK US,9,44.6,75.2,5.3,764,603,404,243,667,"51,43,2.260 53,20,2.915 55,12,4.006 57,11,4.448 59,11,2.897 61,5,4.709"
35,MCGRATH AIRPORT AK US,10,25.1,80.4,4.9,560,360,185,126,315,"51,1,2.611"
35,MCGRATH AIRPORT AK US,11,5.5,79.2,3.5,448,176,85,51,126,
35,MCGRATH AIRPORT AK US,12,-3.2,83.6,2.6,179,48,24,15,34,
36,NABESNA AK US,1,-4.7,87.5,3.4,304,108,61,40,92,
36,NABESNA AK US,2,3.4,73.5,3.5,767,351,162,80,240,
36,NABESNA AK US,3,12.8,66.3,5.4,1213,660,671,280,720,
36,NABESNA AK US,4,28.5,55.1,4.7,1364,1231,800,415,1318,"51,10,1.956 53,4,2.440 55,4,3.193 57,4,2.928 59,3,3.689 61,8,3.088 63,2,3.884 65,4,3.268"
36,NABESNA AK US,5,43.1,49.3,4.9,1285,1235,1081,584,1692,"51,87,1.289 53,74,1.757 55,31,1.323 57,24,1.858 59,16,1.919 61,18,1.877 63,18,2.604 65,10,2.648 67,14,2.002 69,10,2.134 71,1,1.536"
36,NABESNA AK US,6,52.1,59.3,5.8,947,962,930,613,1499,"51,81,0.588 53,68,0.673 55,68,0.917 57,60,1.012 59,33,1.202 61,37,1.603 63,37,1.723 65,37,1.959 67,40,1.831 69,22,2.618 71,14,3.229 73,7,1.775 75,9,1.627 77,2,1.006 79,3,2.582 81,2,2.887"
36,NABESNA AK US,7,54.7,68.7,3.4,997,1085,820,625,1462,"51,109,0.392 53,90,0.555 55,105,0.693 57,76,0.993 59,57,1.685 61,49,1.654 63,45,1.887 65,36,2.316 67,27,2.853 69,13,2.594 71,4,2.060"
36,NABESNA AK US,8,50.9,70.1,5.7,1040,1053,683,444,1194,"51,90,0.733 53,71,1.017 55,54,0.975 57,59,1.620 59,29,1.784 61,43,2.066 63,33,1.954 65,24,2.235 67,9,2.614 69,12,2.246"
36,NABESNA AK US,9,40.1,66.8,3.3,978,751,506,258,779,"51,75,1.328 53,34,1.144 55,26,1.559 57,25,2.617 59,6,2.184 61,5,3.490 63,4,2.857 65,1,4.556 67,2,2.397 69,1,2.207"
36,NABESNA AK US,10,22.6,82.8,4.5,470,270,236,165,307,
36,NABESNA AK US,11,3.9,81.6,4.8,673,199,208,82,167,
36,NABESNA AK US,12,-0.9,79.4,1.9,211,57,33,23,50,
37,NOME MUNICIPAL AIRPORT AK US,1,5.2,77.1,9.5,197,77,20,16,39,
37,NOME MUNICIPAL AIRPORT AK US,2,7.4,69.5,10,719,410,119,81,232,
37,NOME MUNICIPAL AIRPORT AK US,3,10.3,63.3,9.2,1206,1018,368,200,685,
37,NOME MUNICIPAL AIRPORT AK US,4,20.5,64,9.1,1580,1102,1132,486,1280,
37,NOME MUNICIPAL AIRPORT AK US,5,36.8,75.8,9,1101,870,1007,508,1424,"51,14,1.990 53,3,2.486 55,4,2.592 57,3,2.062"
37,NOME MUNICIPAL AIRPORT AK US,6,47.8,76,8.9,1015,1292,837,772,1557,"51,57,0.929 53,49,1.155 55,28,1.525 57,31,1.786 59,13,1.583 61,31,2.003 63,16,2.674 65,21,1.851 67,6,2.397 69,5,2.387 71,3,2.000 73,4,1.789"
37,NOME MUNICIPAL AIRPORT AK US,7,52.2,77.7,9.1,1000,890,937,532,1424,"51,143,0.548 53,87,0.986 55,79,1.267 57,76,1.430 59,39,1.803 61,37,1.999 63,28,1.798 65,6,1.705 67,7,3.149 69,4,2.134 71,8,3.221 73,3,3.259 75,5,3.134 77,2,3.767"
37,NOME MUNICIPAL AIRPORT AK US,8,50.1,82.5,9.8,763,893,494,413,948,"51,239,0.694 53,110,0.754 55,73,1.191 57,72,1.630 59,29,1.938 61,32,2.250 63,12,2.426 65,2,3.242"
37,NOME MUNICIPAL AIRPORT AK US,9,42.8,78.7,10,727,453,406,208,580,"51,66,1.691 53,18,1.685 55,7,4.223 57,6,3.257 59,3,1.780 61,1,2.733"
37,NOME MUNICIPAL AIRPORT AK US,10,28.7,71.6,9.4,649,414,158,98,281,
37,NOME MUNICIPAL AIRPORT AK US,11,16.9,81.9,10.4,324,144,39,31,77,
37,NOME MUNICIPAL AIRPORT AK US,12,9.5,61.6,10.1,120,36,4,4,11,
38,NORTH POLE AK US,1,-9.1,83,5.3,204,65,28,18,42,
38,NORTH POLE AK US,2,-0.8,76,4.1,678,295,158,81,225,
38,NORTH POLE AK US,3,12.8,59.4,5.2,1199,780,457,220,705,
38,NORTH POLE AK US,4,32.3,49,6.5,1507,1244,823,398,1325,"51,37,2.196 53,17,2.234 55,15,2.728 57,13,2.744 59,2,3.243 61,1,3.445"
38,NORTH POLE AK US,5,48.1,45.9,6.4,1309,1432,990,628,1649,"51,66,0.857 53,66,1.171 55,62,1.370 57,52,1.472 59,32,1.582 61,41,1.783 63,38,1.859 65,27,1.850 67,21,1.745 69,12,1.947 71,3,1.674"
38,NORTH POLE AK US,6,58.9,57.2,6,1216,1340,1094,802,1773,"51,74,0.429 53,49,0.598 55,63,0.574 57,64,0.694 59,24,0.736 61,67,0.909 63,69,1.093 65,58,1.312 67,65,1.536 69,60,1.417 71,26,1.512 73,21,1.549 75,11,1.769 77,6,1.601 79,12,2.162 81,4,1.734 83,1,2.243"
38,NORTH POLE AK US,7,61.5,67.8,4.5,1162,1272,922,676,1592,"51,69,0.347 53,42,0.373 55,56,0.381 57,60,0.399 59,41,0.528 61,63,0.626 63,54,0.999 65,60,1.306 67,47,1.311 69,62,1.633 71,40,1.785 73,29,1.880 75,38,2.045 77,12,2.193 79,17,2.180 81,7,1.509 83,3,2.775 85,2,2.203 87,2,2.003"
38,NORTH POLE AK US,8,55.1,67.9,6.2,1124,1010,783,437,1216,"51,90,0.423 53,65,0.580 55,65,0.675 57,62,0.657 59,32,0.694 61,58,0.884 63,47,1.254 65,54,1.360 67,39,1.580 69,52,1.553 71,23,2.262 73,19,2.277 75,10,2.477 77,4,1.855 79,3,2.494"
38,NORTH POLE AK US,9,43.7,73.3,5,970,745,500,255,771,"51,68,1.238 53,37,1.505 55,29,1.835 57,28,2.618 59,12,1.994 61,23,2.567 63,8,3.191"
38,NORTH POLE AK US,10,23.2,76.5,4.2,679,359,213,120,327,"51,22,2.083 53,5,4.289 55,3,3.943 57,1,2.534"
38,NORTH POLE AK US,11,1,78.3,4.9,355,94,94,45,72,
38,NORTH POLE AK US,12,-5.7,79.8,1.6,51,12,7,5,11,
39,NORTHWAY AIRPORT AK US,1,-14.8,77.4,3.4,377,100,99,44,91,
39,NORTHWAY AIRPORT AK US,2,-5.9,77.9,3.5,764,412,207,115,325,
39,NORTHWAY AIRPORT AK US,3,7.9,64.6,5.4,1216,662,673,281,722,
39,NORTHWAY AIRPORT AK US,4,29.5,56.6,4.7,1472,1215,797,383,1286,"51,11,1.908 53,7,2.419 55,5,1.873 57,3,0.897 59,1,1.176"
39,NORTHWAY AIRPORT AK US,5,45.8,54.1,4.9,1312,1258,1101,595,1722,"51,58,0.952 53,33,1.169 55,27,1.105 57,31,0.949 59,7,1.240 61,18,1.103 63,12,1.831 65,19,1.776 67,14,1.987 69,19,2.966 71,18,3.164 73,15,2.749 75,12,2.956 77,4,1.679 79,5,2.840 81,1,0.830"
39,NORTHWAY AIRPORT AK US,6,55.9,56.1,5.8,988,996,960,631,1544,"51,90,0.787 53,61,0.928 55,48,0.995 57,55,1.276 59,46,0.904 61,33,1.209 63,33,1.438 65,39,1.534 67,22,1.702 69,39,2.027 71,20,2.362 73,10,2.341 75,9,2.114"
39,NORTHWAY AIRPORT AK US,7,59,65,3.4,1027,1111,842,638,1495,"51,99,0.153 53,81,0.426 55,69,0.381 57,53,0.596 59,34,0.846 61,48,0.983 63,61,1.038 65,38,1.411 67,40,1.786 69,64,1.779 71,31,1.846 73,25,1.992 75,26,2.375 77,6,1.704 79,8,2.502 81,8,2.990 83,5,3.846 85,2,4.341"
39,NORTHWAY AIRPORT AK US,8,53.9,65.9,5.7,1113,1001,776,433,1205,"51,98,0.562 53,46,0.763 55,40,1.148 57,37,1.139 59,46,1.663 61,41,1.937 63,34,2.079 65,33,1.999 67,25,1.637 69,28,2.122 71,14,3.052 73,10,3.808 75,1,4.227 77,4,3.343"
39,NORTHWAY AIRPORT AK US,9,41.6,75.8,3.3,900,707,470,261,745,"51,27,1.264 53,14,2.183 55,15,1.894 57,20,3.394 59,9,3.092 61,17,2.688"
39,NORTHWAY AIRPORT AK US,10,21.2,84.4,4.5,601,366,207,129,345,
39,NORTHWAY AIRPORT AK US,11,-2.3,74.1,4.8,360,155,71,49,118,
39,NORTHWAY AIRPORT AK US,12,-11.4,77,1.9,192,48,50,26,45,"51,2,0.000"
40,PORT ALSWORTH AK US,1,15.5,84.6,7.8,326,86,87,39,88,
40,PORT ALSWORTH AK US,2,18.6,87,7.4,816,274,292,101,309,
40,PORT ALSWORTH AK US,3,24.3,72.9,8,983,502,530,229,702,
40,PORT ALSWORTH AK US,4,35.2,68.4,5,837,514,658,292,951,"51,19,2.054 53,8,2.656 55,4,2.555 57,10,3.000 59,3,3.198 61,12,3.076 63,6,3.195 65,11,3.184 67,4,2.716"
40,PORT ALSWORTH AK US,5,46,65.8,5.1,910,786,831,484,1304,"51,72,1.772 53,32,1.881 55,19,1.590 57,16,1.725 59,10,3.115 61,8,1.816 63,7,2.780 65,4,3.691 67,8,3.235 69,1,3.627"
40,PORT ALSWORTH AK US,6,54.3,75.3,6.2,905,791,901,583,1477,"51,149,0.819 53,88,1.279 55,52,1.561 57,55,1.667 59,36,2.411 61,17,2.138 63,12,2.417 65,3,1.804 67,8,2.580 69,10,2.589 71,5,2.952 73,3,2.294 75,4,2.899"
40,PORT ALSWORTH AK US,7,57.9,82.3,5.9,1022,873,929,551,1466,"51,234,0.317 53,124,0.883 55,95,1.248 57,76,1.849 59,29,2.566 61,40,2.426 63,27,1.801 65,11,2.284 67,7,2.296 69,4,2.609 71,6,3.514"
40,PORT ALSWORTH AK US,8,55.5,76.6,5.5,779,662,683,401,1037,"51,117,0.345 53,64,0.718 55,83,0.913 57,80,1.351 59,37,1.537 61,44,2.210 63,42,2.242 65,42,2.753 67,18,3.007 69,7,3.456"
40,PORT ALSWORTH AK US,9,47.4,67,5.6,683,420,452,241,642,"51,99,1.269 53,62,0.814 55,56,1.594 57,33,2.185 59,23,2.392 61,38,2.581 63,23,3.339 65,4,3.307"
40,PORT ALSWORTH AK US,10,34.5,82.2,7.5,518,260,251,138,356,"51,16,4.135 53,5,1.406 55,6,1.039 57,5,2.588 59,1,0.946"
40,PORT ALSWORTH AK US,11,23.8,80.5,7.2,432,129,121,55,136,"55,1,0.000 65,1,0.000 75,1,0.000 85,1,0.000 95,1,0.000 105,1,0.000"
40,PORT ALSWORTH AK US,12,19.4,75.9,7.3,269,64,60,27,57,
41,SEWARD AIRPORT AK US,1,27.1,82.6,7.2,379,101,100,45,93,
41,SEWARD AIRPORT AK US,2,28.3,77.4,10.4,339,146,146,95,189,
41,SEWARD AIRPORT AK US,3,32.1,73.2,10.3,969,459,529,208,591,
